submitted_id	current_id	converted_id	current_symbol
CG7598	FBgn0080464	FBgn0080464	Dpse\GA20469
CG7598	FBgn0039689	FBgn0039689	CG7598
CG11562	FBgn0031247	FBgn0031247	CG11562
CG31955	FBgn0051955	FBgn0051955	CG31955
tgo	FBgn0264075	FBgn0264075	tgo
CG42640	FBgn0261363	FBgn0261363	PPO3
CG42272	FBgn0259167	FBgn0259167	CG42272
CG7246	FBgn0030081	FBgn0030081	CG7246
Hira	FBgn0022786	FBgn0022786	Hira
CG4949	FBgn0068301	FBgn0068301	Dyak\GE17640
CG4949	FBgn0030813	FBgn0030813	CG4949
shark	FBgn0015295	FBgn0015295	shark
CG6401	FBgn0034270	FBgn0034270	CG6401
CG10949	FBgn0032858	FBgn0032858	CG10949
CG4622	FBgn0035021	FBgn0035021	CG4622
shrb	FBgn0086656	FBgn0086656	shrb
CG16953	FBgn0038809	FBgn0038809	CG16953
CG32699	FBgn0052699	FBgn0052699	CG32699
CG8833	FBgn0036386	FBgn0036386	CG8833
CG9391	FBgn0037063	FBgn0037063	CG9391
Dph5	FBgn0024558	FBgn0024558	Dph5
CG11071	FBgn0267033	FBgn0267033	mamo
CG11071	FBgn0084875	FBgn0084875	Dmir\CG11071
CG3191	FBgn0023525	FBgn0023525	CG3191
CG14401	FBgn0032900	FBgn0032900	CG14401
morgue	FBgn0027609	FBgn0027609	morgue
CG34250	FBgn0085279	FBgn0085279	CG34250
CG10741	FBgn0036373	FBgn0036373	Tgi
CG10741	FBgn0045658	FBgn0045658	Dsim\CG10741
CG11652	FBgn0036194	FBgn0036194	CG11652
noc	FBgn0005771	FBgn0005771	noc
Pi3K21B	FBgn0020622	FBgn0020622	Pi3K21B
CG13484	FBgn0036406	FBgn0036406	CG13484
CG9674	FBgn0084101	FBgn0084101	Dmir\CG9674
CG9674	FBgn0036663	FBgn0036663	CG9674
CG16865	FBgn0028919	FBgn0028919	CG16865
CG15088	FBgn0034381	FBgn0034381	List
Oda	FBgn0014184	FBgn0014184	Oda
CG14508	FBgn0039651	FBgn0039651	CG14508
CG14508	FBgn0073077	FBgn0073077	Dpse\GA13039
moi	FBgn0261019	FBgn0261019	moi
CG18747	FBgn0042104	FBgn0042104	CG18747
CG32549	FBgn0052549	FBgn0052549	CG32549
CG32549	FBgn0083449	FBgn0083449	Dsim\GD15640
lbk	FBgn0034083	FBgn0034083	lbk
CG1902	FBgn0033434	FBgn0033434	CG1902
hipk	FBgn0035142	FBgn0035142	hipk
CG2211	FBgn0035211	FBgn0035211	CG2211
snoRNA:Me28S-A2634c	FBgn0082944	FBgn0082944	snoRNA:Me28S-A2634c
CG15083	FBgn0034399	FBgn0034399	CG15083
NaCP60E	FBgn0085434	FBgn0085434	NaCP60E
CG33505	FBgn0053505	FBgn0053505	U3-55K
CG1550	FBgn0033225	FBgn0033225	CG1550
Atg5	FBgn0029943	FBgn0029943	Atg5
Rab7	FBgn0015795	FBgn0015795	Rab7
ade3	FBgn0000053	FBgn0000053	ade3
CR42860	FBgn0262107	FBgn0262107	CR42860
CG7338	FBgn0037073	FBgn0037073	CG7338
CG7338	FBgn0084632	FBgn0084632	Dmir\CG7338
CG17816	FBgn0037525	FBgn0037525	CG17816
CG15220	FBgn0266421	FBgn0266421	RPA3
Pez	FBgn0031799	FBgn0031799	Pez
CG12374	FBgn0033774	FBgn0033774	CG12374
CG12374	FBgn0068465	FBgn0068465	Dyak\GE12495
CG12374	FBgn0261190	FBgn0261190	Dsec\CG12374
bur	FBgn0000239	FBgn0000239	bur
WASp	FBgn0024273	FBgn0024273	WASp
br	FBgn0000210	FBgn0000210	br
CG12355	FBgn0040805	FBgn0040805	CG12355
GABA-B-R3	FBgn0031275	FBgn0031275	GABA-B-R3
SIP2	FBgn0061197	FBgn0061197	SIP2
bip1	FBgn0026263	FBgn0026263	bip1
CG3371	FBgn0035153	FBgn0035153	ebd1
wnd	FBgn0036896	FBgn0036896	wnd
CG2021	FBgn0035271	FBgn0035271	CG2021
Aats-arg	FBgn0027093	FBgn0027093	Aats-arg
CSN5	FBgn0027053	FBgn0027053	CSN5
CG18404	FBgn0039761	FBgn0039761	CG18404
CG14079	FBgn0036849	FBgn0036849	CG14079
Plc21C	FBgn0004611	FBgn0004611	Plc21C
CG13151	FBgn0033750	FBgn0033750	CG13151
CanB	FBgn0010014	FBgn0010014	CanB
eIF-2beta	FBgn0004926	FBgn0004926	eIF-2beta
Uhg4	FBgn0083124	FBgn0083124	Uhg4
tai	FBgn0041092	FBgn0041092	tai
CG17359	FBgn0036396	FBgn0036396	CG17359
CG10151	FBgn0033960	FBgn0033960	CG10151
qkr58E-3	FBgn0022984	FBgn0022984	qkr58E-3
CG12947	FBgn0037753	FBgn0037753	CG12947
CG9663	FBgn0031516	FBgn0031516	CG9663
CG7879	FBgn0035235	FBgn0035235	CG7879
CG7879	FBgn0084186	FBgn0084186	Dmir\CG7879
amx	FBgn0000077	FBgn0000077	amx
Su(z)2	FBgn0265623	FBgn0265623	Su(z)2
lkb1	FBgn0038167	FBgn0038167	lkb1
Set2	FBgn0030486	FBgn0030486	Set2
Cyp4p1	FBgn0015037	FBgn0015037	Cyp4p1
Fas1	FBgn0262742	FBgn0262742	Fas1
CG7333	FBgn0038715	FBgn0038715	CG7333
CG12121	FBgn0030109	FBgn0030109	CG12121
CG8397	FBgn0034066	FBgn0034066	CG8397
CG11586	FBgn0035520	FBgn0035520	CG11586
CG31998	FBgn0051998	FBgn0051998	CG31998
mle	FBgn0002774	FBgn0002774	mle
CG16974	FBgn0068395	FBgn0068395	Dyak\GE11875
CG16974	FBgn0032479	FBgn0032479	CG16974
Vdup1	FBgn0035103	FBgn0035103	Vdup1
CG17352	FBgn0035880	FBgn0035880	CG17352
CG9270	FBgn0032908	FBgn0032908	CG9270
CG11671	FBgn0037562	FBgn0037562	CG11671
alpha-Est3	FBgn0015571	FBgn0015571	alpha-Est3
CG6191	FBgn0027581	FBgn0027581	CG6191
Smg5	FBgn0019890	FBgn0019890	Smg5
CG6230	FBgn0027582	FBgn0027582	CG6230
RpL19	FBgn0002607	FBgn0002607	RpL19
CG5254	FBgn0040383	FBgn0040383	CG5254
CG18177	FBgn0036039	FBgn0036039	Naa60
CG6145	FBgn0033853	FBgn0033853	CG6145
CG3493	FBgn0034854	FBgn0034854	Golgin245
Gr77a	FBgn0045474	FBgn0045474	Gr77a
CG5697	FBgn0038846	FBgn0038846	CG5697
CG12984	FBgn0037042	FBgn0037042	CG12984
Ir93a	FBgn0259215	FBgn0259215	Ir93a
smo	FBgn0003444	FBgn0003444	smo
Brd8	FBgn0039654	FBgn0039654	Brd8
PNUTS	FBgn0053526	FBgn0053526	PNUTS
CG8036	FBgn0037607	FBgn0037607	CG8036
Mi-2	FBgn0262519	FBgn0262519	Mi-2
dare	FBgn0015582	FBgn0015582	dare
CG3386	FBgn0035152	FBgn0035152	CG3386
CG4042	FBgn0037018	FBgn0037018	CG4042
sec23	unknown ID	-	-
atms	FBgn0010750	FBgn0010750	atms
CG32711	FBgn0262976	FBgn0262976	lawc
CG32711	FBgn0086195	FBgn0086195	Dsim\CG32711
CG31133	FBgn0051133	FBgn0051133	Slimp
Trip1	FBgn0015834	FBgn0015834	Trip1
tst	FBgn0039117	FBgn0039117	tst
CG3071	FBgn0068685	FBgn0068685	Dsim\GD16604
CG3071	FBgn0023527	FBgn0023527	CG3071
CG8841	FBgn0033713	FBgn0033713	CG8841
CG4050	FBgn0020312	FBgn0020312	CG4050
AcCoAS	FBgn0012034	FBgn0012034	AcCoAS
Scsalpha	FBgn0004888	FBgn0004888	Scsalpha
CG3570	FBgn0035035	FBgn0035035	CG3570
Cralbp	FBgn0035636	FBgn0035636	Cralbp
cid	FBgn0040477	FBgn0040477	cid
CR32207	FBgn0052207	FBgn0052207	CR32207
RhoGEF2	FBgn0023172	FBgn0023172	RhoGEF2
Oseg1	FBgn0265102	FBgn0265102	Oseg1
CG9850	FBgn0034903	FBgn0034903	CG9850
CG17985	FBgn0033199	FBgn0033199	CG17985
CG42351	FBgn0259682	FBgn0259682	Jabba
CG9063	FBgn0028500	FBgn0028500	Rich
Best1	FBgn0040238	FBgn0040238	Best1
CG32176	FBgn0052176	FBgn0052176	CG32176
CG10688	FBgn0036300	FBgn0036300	CG10688
DnaJ-1	FBgn0263106	FBgn0263106	DnaJ-1
Cpsf73	FBgn0261065	FBgn0261065	Cpsf73
Top2	FBgn0003732	FBgn0003732	Top2
CG12171	FBgn0037354	FBgn0037354	CG12171
CG11753	FBgn0037603	FBgn0037603	CG11753
CG10560	FBgn0039325	FBgn0039325	CG10560
CG10809	FBgn0036052	FBgn0036052	CG10809
ncd	FBgn0002924	FBgn0002924	ncd
RpS27A	FBgn0003942	FBgn0003942	RpS27A
CG7384	FBgn0032262	FBgn0032262	CG7384
CG42575	FBgn0260795	FBgn0260795	CG42575
HP6	FBgn0031613	FBgn0031613	HP6
HP6	FBgn0263277	FBgn0263277	Dsim\HP6
CG10882	FBgn0262126	FBgn0262126	Sec24CD
Cyp12d1-p	FBgn0050489	FBgn0050489	Cyp12d1-p
CG10157	FBgn0039099	FBgn0039099	CG10157
CG32601	FBgn0052601	FBgn0052601	betaNACtes3
Rep	FBgn0026378	FBgn0026378	Rep
sw	FBgn0003654	FBgn0003654	sw
14-3-3zeta	FBgn0004907	FBgn0004907	14-3-3zeta
CG4424	FBgn0038765	FBgn0038765	CG4424
CG5001	FBgn0031322	FBgn0031322	CG5001
Rpn3	FBgn0261396	FBgn0261396	Rpn3
Elongin-C	unknown ID	-	-
mst	FBgn0020272	FBgn0020272	mst
Sh3beta	FBgn0035772	FBgn0035772	Sh3beta
pnt	FBgn0003118	FBgn0003118	pnt
HmgZ	FBgn0010228	FBgn0010228	HmgZ
tj	FBgn0000964	FBgn0000964	tj
CG12918	FBgn0263260	FBgn0263260	sel
CG7872	FBgn0030658	FBgn0030658	CG7872
CG14782	FBgn0025381	FBgn0025381	rush
CG32068	FBgn0052068	FBgn0052068	CG32068
Sema-1a	FBgn0011259	FBgn0011259	Sema-1a
CG5674	FBgn0032656	FBgn0032656	CG5674
mfas	FBgn0260745	FBgn0260745	mfas
nmdyn-D7	FBgn0028997	FBgn0028997	nmdyn-D7
PebIII	FBgn0011695	FBgn0011695	PebIII
CycH	FBgn0022936	FBgn0022936	CycH
Oatp30B	FBgn0032123	FBgn0032123	Oatp30B
Drip	FBgn0015872	FBgn0015872	Drip
icln	FBgn0029079	FBgn0029079	icln
CG5022	FBgn0032225	FBgn0032225	CG5022
CG14933	FBgn0068416	FBgn0068416	Dyak\GE18545
CG14933	FBgn0040968	FBgn0040968	CG14933
CG34315	FBgn0085344	FBgn0085344	CG34315
GIIIspla2	FBgn0030013	FBgn0030013	GIIIspla2
CG11839	FBgn0039271	FBgn0039271	CG11839
mal	FBgn0002641	FBgn0002641	mal
pit	FBgn0266581	FBgn0266581	pit
CG31705	FBgn0028490	FBgn0028490	CG31705
Upf3	FBgn0034923	FBgn0034923	Upf3
l(1)G0232	FBgn0028341	FBgn0028341	l(1)G0232
vls	FBgn0003978	FBgn0003978	vls
asrij	FBgn0034793	FBgn0034793	asrij
CG4842	FBgn0036620	FBgn0036620	CG4842
CG42361	FBgn0259707	FBgn0259707	CG42361
CG6983	FBgn0035896	FBgn0035896	CG6983
Gpi1	FBgn0086448	FBgn0086448	Gpi1
CG1663	FBgn0033449	FBgn0033449	CG1663
twf	FBgn0038206	FBgn0038206	twf
capt	FBgn0261458	FBgn0261458	capt
CG9619	FBgn0036862	FBgn0036862	Gbs-76A
CG9335	FBgn0032895	FBgn0032895	twit
CG5261	FBgn0031912	FBgn0031912	CG5261
Yippee	FBgn0026749	FBgn0026749	Yippee
vir-1	FBgn0043841	FBgn0043841	vir-1
gkt	FBgn0260817	FBgn0260817	gkt
CG11438	FBgn0037164	FBgn0037164	CG11438
Syn	FBgn0004575	FBgn0004575	Syn
CG14072	FBgn0032318	FBgn0032318	CG14072
membrin	unknown ID	-	-
Mys45A	FBgn0033379	FBgn0033379	Mys45A
CG18787	FBgn0042125	FBgn0042125	CG18787
CG13749	FBgn0033353	FBgn0033353	CG13749
CG10863	FBgn0027552	FBgn0027552	CG10863
Ca-alpha1D	FBgn0001991	FBgn0001991	Ca-alpha1D
CG17331	FBgn0045632	FBgn0045632	Dsim\CG17331
CG17331	FBgn0032596	FBgn0032596	Prosbeta4
CG17002	FBgn0033122	FBgn0033122	CG17002
Gap1	unknown ID	-	-
Sec22	FBgn0260855	FBgn0260855	Sec22
CG4618	FBgn0035589	FBgn0035589	CHMP2B
CG3288	FBgn0037030	FBgn0037030	CG3288
CG1674	FBgn0039897	FBgn0039897	CG1674
CG6689	FBgn0037877	FBgn0037877	CG6689
Cyp6a21	FBgn0033981	FBgn0033981	Cyp6a21
smt3	FBgn0264922	FBgn0264922	smt3
gro	FBgn0001139	FBgn0001139	gro
Men	FBgn0002719	FBgn0002719	Men
brat	FBgn0010300	FBgn0010300	brat
CG13603	FBgn0039135	FBgn0039135	CG13603
CG13603	FBgn0068434	FBgn0068434	Dyak\GE10838
Gadd45	FBgn0033153	FBgn0033153	Gadd45
CG33230	FBgn0053230	FBgn0053230	CG33230
snRNA:U2:14B	FBgn0003920	FBgn0003920	snRNA:U2:14B
CG11092	FBgn0027537	FBgn0027537	Nup93-1
CG11092	FBgn0045656	FBgn0045656	Dsim\CG11092
CG31300	FBgn0051300	FBgn0051300	CG31300
CG9555	FBgn0032085	FBgn0032085	CG9555
sgg	FBgn0003371	FBgn0003371	sgg
CG6680	FBgn0262057	FBgn0262057	Spn77Ba
CG42694	FBgn0261584	FBgn0261584	CG42694
Aldh-III	FBgn0010548	FBgn0010548	Aldh-III
Bet3	FBgn0260859	FBgn0260859	Bet3
bab1	FBgn0004870	FBgn0004870	bab1
Mef2	FBgn0011656	FBgn0011656	Mef2
CG14630	FBgn0014903	FBgn0014903	CG14630
n-syb	unknown ID	-	-
asparagine-synthetase	FBgn0041607	FBgn0041607	asparagine-synthetase
Rbp1	FBgn0260944	FBgn0260944	Rbp1
Lis-1	FBgn0015754	FBgn0015754	Lis-1
CycA	FBgn0000404	FBgn0000404	CycA
Ntf-2r	FBgn0032680	FBgn0032680	Ntf-2r
snoRNA:Me28S-U1848	FBgn0082926	FBgn0082926	snoRNA:Me28S-U1848
l(3)87Df	FBgn0002354	FBgn0002354	l(3)87Df
Aplip1	FBgn0040281	FBgn0040281	Aplip1
LpR2	FBgn0051092	FBgn0051092	LpR2
CG14104	FBgn0040786	FBgn0040786	CG14104
CG33213	FBgn0053213	FBgn0053213	CG33213
CG10889	FBgn0038769	FBgn0038769	CG10889
CG11835	FBgn0031264	FBgn0031264	CG11835
CG6426	FBgn0034162	FBgn0034162	CG6426
CG6550	FBgn0034214	FBgn0034214	CG6550
mrj	FBgn0034091	FBgn0034091	mrj
CG33096	FBgn0053096	FBgn0053096	CG33096
Gr59f	FBgn0041234	FBgn0041234	Gr59f
CG3358	FBgn0033117	FBgn0033117	CG3358
CG8878	FBgn0027504	FBgn0027504	CG8878
CG12006	FBgn0035464	FBgn0035464	CG12006
crl	FBgn0015374	FBgn0015374	crl
CG42511	FBgn0260237	FBgn0260237	CG42511
CG13142	FBgn0032251	FBgn0032251	CG13142
IM3	FBgn0040736	FBgn0040736	IM3
Snr1	FBgn0011715	FBgn0011715	Snr1
CG15362	FBgn0031378	FBgn0031378	CG15362
CalpB	FBgn0025866	FBgn0025866	CalpB
CG9172	FBgn0030718	FBgn0030718	CG9172
CG9172	FBgn0081578	FBgn0081578	Dpse\GA21592
colt	FBgn0019830	FBgn0019830	colt
cdc2rk	FBgn0013435	FBgn0013435	cdc2rk
Irp-1A	FBgn0024958	FBgn0024958	Irp-1A
CG12299	FBgn0032295	FBgn0032295	CG12299
NPFR1	unknown ID	-	-
CG10764	FBgn0034221	FBgn0034221	CG10764
ast	FBgn0015905	FBgn0015905	ast
Socs16D	FBgn0030869	FBgn0030869	Socs16D
CG9008	FBgn0028540	FBgn0028540	CG9008
tilB	FBgn0014395	FBgn0014395	tilB
CG13322	FBgn0033784	FBgn0033784	CG13322
CG10639	FBgn0032729	FBgn0032729	CG10639
CG31122	FBgn0051122	FBgn0051122	CG31122
Dip3	FBgn0040465	FBgn0040465	Dip3
fliI	FBgn0000709	FBgn0000709	fliI
CG9231	FBgn0036887	FBgn0036887	CG9231
hoe2	FBgn0031649	FBgn0031649	hoe2
CG6628	FBgn0036072	FBgn0036072	CG6628
CG1308	FBgn0263110	FBgn0263110	CG43367
Lsd-1	FBgn0039114	FBgn0039114	Lsd-1
CG3285	FBgn0031522	FBgn0031522	CG3285
dob	FBgn0030607	FBgn0030607	dob
MED15	FBgn0027592	FBgn0027592	MED15
px	FBgn0003175	FBgn0003175	px
sti	FBgn0002466	FBgn0002466	sti
ogre	FBgn0004646	FBgn0004646	ogre
Adar	FBgn0026086	FBgn0026086	Adar
CG31051	FBgn0051051	FBgn0051051	CG31051
pncr013:4	FBgn0262731	FBgn0262731	pncr013:4
Or10a	FBgn0030298	FBgn0030298	Or10a
Ard1	unknown ID	-	-
CG15601	FBgn0030673	FBgn0030673	CG15601
CG32625	FBgn0052625	FBgn0052625	CG32625
CG4552	FBgn0031304	FBgn0031304	CG4552
Bj1		-	-
CG33301	FBgn0053301	FBgn0053301	CG33301
CG4629	FBgn0031299	FBgn0031299	CG4629
CG3303	FBgn0038381	FBgn0038381	CG3303
CG3303	FBgn0084277	FBgn0084277	Dmir\CG3303
CG30007	FBgn0050007	FBgn0050007	CG30007
Npc2g	FBgn0039800	FBgn0039800	Npc2g
Tom70	FBgn0032397	FBgn0032397	Tom70
Pka-C2	FBgn0000274	FBgn0000274	Pka-C2
CG32536	FBgn0052536	FBgn0052536	CG32536
enok	FBgn0034975	FBgn0034975	enok
mRpS18A	FBgn0051450	FBgn0051450	mRpS18A
Prp8	FBgn0033688	FBgn0033688	Prp8
CG16772	FBgn0260211	FBgn0260211	Dmau\CG16772
CG16772	FBgn0032835	FBgn0032835	CG16772
CG16772	FBgn0260210	FBgn0260210	Dsim\CG16772
CG7728	FBgn0036686	FBgn0036686	CG7728
CG3740	FBgn0023530	FBgn0023530	CG3740
CG17082	FBgn0039994	FBgn0039994	conu
CG9799	FBgn0038146	FBgn0038146	CG9799
CG34187	FBgn0265176	FBgn0265176	CR44241
CG34187	FBgn0265194	FBgn0265194	Trpm
CG6410	FBgn0068276	FBgn0068276	Dyak\GE13969
CG6410	FBgn0034265	FBgn0034265	Snx16
CG6015	FBgn0038927	FBgn0038927	CG6015
Smr	FBgn0265523	FBgn0265523	Smr
CG4351	FBgn0263005	FBgn0263005	CG43313
CG7376	FBgn0035689	FBgn0035689	CG7376
MED31	FBgn0037262	FBgn0037262	MED31
CG42527	FBgn0264562	FBgn0264562	Hr4
CG7806	FBgn0032018	FBgn0032018	CG7806
CG18815	FBgn0042138	FBgn0042138	CG18815
CG17292	FBgn0032029	FBgn0032029	CG17292
Dhc64C	FBgn0261797	FBgn0261797	Dhc64C
CG11875	FBgn0039301	FBgn0039301	Nup37
CG31915	FBgn0051915	FBgn0051915	CG31915
CG9272	FBgn0045580	FBgn0045580	Dsim\CG9272
CG9272	FBgn0032907	FBgn0032907	CG9272
Nufip	FBgn0036812	FBgn0036812	Nufip
Mct1	FBgn0023549	FBgn0023549	Mct1
CG31288	FBgn0051288	FBgn0051288	CG31288
CG34310	FBgn0085339	FBgn0085339	CG34310
CG13843	FBgn0038993	FBgn0038993	CG13843
CG5567	FBgn0036760	FBgn0036760	CG5567
CG12290	FBgn0039419	FBgn0039419	CG12290
I-2	FBgn0028429	FBgn0028429	I-2
S6k	FBgn0015806	FBgn0015806	S6k
CG42533	FBgn0260486	FBgn0260486	Ziz
CG5147	FBgn0036775	FBgn0036775	CG5147
CG10338	FBgn0032700	FBgn0032700	CG10338
bsk	FBgn0000229	FBgn0000229	bsk
CG12721	FBgn0030373	FBgn0030373	CG12721
glu	FBgn0015391	FBgn0015391	glu
CG14143	FBgn0036138	FBgn0036138	CG14143
Pvr	FBgn0032006	FBgn0032006	Pvr
CG14803	FBgn0023513	FBgn0023513	CG14803
CG3815	FBgn0029861	FBgn0029861	CG3815
CG15376	FBgn0263772	FBgn0263772	CG43689
CG13398	FBgn0032042	FBgn0032042	CG13398
CG12708	FBgn0030666	FBgn0030666	CG12708
slpr	FBgn0030018	FBgn0030018	slpr
CG17737	FBgn0035423	FBgn0035423	CG17737
CG17737	FBgn0068374	FBgn0068374	Dyak\GE21341
CG14480	FBgn0034242	FBgn0034242	CG14480
Cpr57A	FBgn0034517	FBgn0034517	Cpr57A
CG32225	FBgn0052225	FBgn0052225	CG32225
SmG	FBgn0261791	FBgn0261791	SmG
CG6179	FBgn0030915	FBgn0030915	CG6179
CG5180	FBgn0043457	FBgn0043457	CG5180
Tl	FBgn0262473	FBgn0262473	Tl
CG7920	FBgn0039737	FBgn0039737	CG7920
CG7920	FBgn0068673	FBgn0068673	Dsim\GD17454
CG42374	FBgn0259720	FBgn0259720	CG42374
fan	FBgn0028379	FBgn0028379	fan
Peritrophin-A	FBgn0022770	FBgn0022770	Peritrophin-A
CG32695	FBgn0052695	FBgn0052695	CG32695
omd	FBgn0038168	FBgn0038168	omd
Gs2	FBgn0001145	FBgn0001145	Gs2
CG5705	FBgn0032486	FBgn0032486	CG5705
CG10341	FBgn0032701	FBgn0032701	CG10341
ns4		-	-
mts	FBgn0004177	FBgn0004177	mts
CG11722	FBgn0037777	FBgn0037777	CG11722
pncr015:3L	FBgn0063083	FBgn0063083	pncr015:3L
CG31012	FBgn0083398	FBgn0083398	Dsub\CG31012
CG31012	FBgn0083714	FBgn0083714	Dmad\CG31012
CG31012	FBgn0027598	FBgn0027598	cindr
X11Lbeta	FBgn0052677	FBgn0052677	X11Lbeta
CG17840	FBgn0031611	FBgn0031611	CG17840
dbo	FBgn0040230	FBgn0040230	dbo
CG18616	FBgn0260444	FBgn0260444	Not10
CG4455	FBgn0028506	FBgn0028506	CG4455
CG31388	FBgn0051388	FBgn0051388	CG31388
CG1827	FBgn0033431	FBgn0033431	CG1827
snRNP69D	unknown ID	-	-
Kdm4A	FBgn0033233	FBgn0033233	Kdm4A
CG14636	FBgn0037217	FBgn0037217	CG14636
CG5267	FBgn0034154	FBgn0034154	CG5267
CG9737	FBgn0039758	FBgn0039758	CG9737
CG4751	FBgn0032348	FBgn0032348	CG4751
gpp	FBgn0264495	FBgn0264495	gpp
mei-P22	FBgn0016036	FBgn0016036	mei-P22
Bzd	FBgn0011566	FBgn0011566	Bzd
CG5110	FBgn0032642	FBgn0032642	CG5110
cer	FBgn0034443	FBgn0034443	cer
Ptpmeg	FBgn0261985	FBgn0261985	Ptpmeg
CG30497	FBgn0050497	FBgn0050497	CG30497
Mcm7	FBgn0020633	FBgn0020633	Mcm7
RpL23A	FBgn0026372	FBgn0026372	RpL23A
CG16812	FBgn0032488	FBgn0032488	CG16812
Tor	FBgn0021796	FBgn0021796	Tor
stai	FBgn0266521	FBgn0266521	stai
Pabp2	FBgn0005648	FBgn0005648	Pabp2
CG13663	FBgn0039291	FBgn0039291	CG13663
CG10407	FBgn0038395	FBgn0038395	CG10407
pum	FBgn0003165	FBgn0003165	pum
ATPCL	FBgn0020236	FBgn0020236	ATPCL
Tsf3	FBgn0034094	FBgn0034094	Tsf3
Hs2st	FBgn0024230	FBgn0024230	Hs2st
CG10495	FBgn0032750	FBgn0032750	CG10495
Pcl	FBgn0003044	FBgn0003044	Pcl
Nup107	FBgn0027868	FBgn0027868	Nup107
PGRP-LB	FBgn0037906	FBgn0037906	PGRP-LB
CG8569	FBgn0033752	FBgn0033752	CG8569
Sdc	FBgn0010415	FBgn0010415	Sdc
CG8159	FBgn0037619	FBgn0037619	CG8159
CG18304	FBgn0031869	FBgn0031869	CG18304
RluA-2	FBgn0032256	FBgn0032256	RluA-2
CG30080	FBgn0050080	FBgn0050080	CG30080
CG31217	FBgn0067469	FBgn0067469	Dvir\GJ23926
CG31217	FBgn0051217	FBgn0051217	modSP
CG5028	FBgn0039358	FBgn0039358	CG5028
mex1	FBgn0004228	FBgn0004228	mex1
Mlc1	FBgn0002772	FBgn0002772	Mlc1
CG16892	FBgn0030122	FBgn0030122	CG16892
cin	FBgn0000316	FBgn0000316	cin
nopo	FBgn0034314	FBgn0034314	nopo
snoRNA:Psi28S-1175a	FBgn0083005	FBgn0083005	snoRNA:Psi28S-1175a
CG3097	FBgn0029804	FBgn0029804	CG3097
CG17472	FBgn0068381	FBgn0068381	Dyak\GE13314
CG17472	FBgn0032868	FBgn0032868	CG17472
CG6579	FBgn0032422	FBgn0032422	atilla
CG7770	FBgn0036918	FBgn0036918	CG7770
CG7770	FBgn0068241	FBgn0068241	Dyak\GE19635
Taf5	FBgn0010356	FBgn0010356	Taf5
ORMDL	FBgn0037110	FBgn0037110	ORMDL
Cbp80	FBgn0022942	FBgn0022942	Cbp80
MED26	FBgn0039923	FBgn0039923	MED26
CG5104	FBgn0037009	FBgn0037009	CG5104
Tsp42Ej	FBgn0033132	FBgn0033132	Tsp42Ej
CG9346	FBgn0034572	FBgn0034572	CG9346
CG31601	FBgn0051601	FBgn0051601	CG31601
sei	FBgn0003353	FBgn0003353	sei
lama	FBgn0016031	FBgn0016031	lama
CG16935	FBgn0033883	FBgn0033883	CG16935
CG16935	FBgn0086590	FBgn0086590	Dmir\CG16935
CG30026	FBgn0050026	FBgn0050026	CG30026
babo	FBgn0011300	FBgn0011300	babo
CG1360	FBgn0033195	FBgn0033195	CG1360
kek1	FBgn0015399	FBgn0015399	kek1
CG13901	FBgn0035164	FBgn0035164	CG13901
CG11808	FBgn0034000	FBgn0034000	CG11808
Oseg5	FBgn0032891	FBgn0032891	Oseg5
cac	FBgn0263111	FBgn0263111	cac
CG4663	FBgn0033812	FBgn0033812	Pex13
CG10286	FBgn0037439	FBgn0037439	CG10286
CG8503	FBgn0033917	FBgn0033917	CG8503
CG8257	FBgn0033900	FBgn0033900	CG8257
if	FBgn0001250	FBgn0001250	if
CG32486	FBgn0266918	FBgn0266918	CG32486
CG6168	FBgn0036154	FBgn0036154	CG6168
CG6168	FBgn0045604	FBgn0045604	Dsim\GD12810
CG6168	FBgn0237542	FBgn0237542	Dyak\GE20221
CG6168	FBgn0106188	FBgn0106188	Dere\GG13925
CG15398	FBgn0031446	FBgn0031446	CG15398
betaInt-nu	unknown ID	-	-
CG9813	FBgn0038143	FBgn0038143	CG9813
CG32512	FBgn0052512	FBgn0052512	CG32512
CG13531	FBgn0034786	FBgn0034786	CG13531
CG42255	FBgn0259140	FBgn0259140	CG42255
Atox1	FBgn0052446	FBgn0052446	Atox1
CG10396	FBgn0033020	FBgn0033020	CG10396
CG5757	FBgn0034299	FBgn0034299	CG5757
CG8586	FBgn0033320	FBgn0033320	CG8586
CG8586	FBgn0068214	FBgn0068214	Dyak\GE22829
Gbeta13F	FBgn0001105	FBgn0001105	Gbeta13F
CG32813	FBgn0052813	FBgn0052813	CG32813
CG3457	FBgn0024984	FBgn0024984	CG3457
pr-set7	FBgn0011474	FBgn0011474	pr-set7
CG5524	FBgn0266282	FBgn0266282	jnj
CG8547	FBgn0033919	FBgn0033919	CG8547
Fen1	FBgn0025832	FBgn0025832	Fen1
CG7956	FBgn0038890	FBgn0038890	CG7956
CG7956	FBgn0068234	FBgn0068234	Dyak\GE11227
CG31460	FBgn0051460	FBgn0051460	CG31460
rdo	FBgn0243486	FBgn0243486	rdo
Jon65Aiii	FBgn0035665	FBgn0035665	Jon65Aiii
Jhebp29	unknown ID	-	-
CG9238	FBgn0036428	FBgn0036428	CG9238
CG5964	FBgn0036206	FBgn0036206	CG5964
par-1	FBgn0260934	FBgn0260934	par-1
